laptop id,title,old price,current price,Операционная система,Процессор,Интегрированная в процессор графика,"Объем оперативной памяти, ГБ",Жесткий диск,Твердотельный накопитель,"Диагональ экрана, дюйм",Разрешение экрана,"Вес, кг",image link,Внимание,Модель процессора,"Частота процессора, ГГц",Конфигурация оперативной памяти,Модель дискретной видеокарты,USB Type-C Power Delivery,Вес
179607,Lenovo IdeaPad 5 2-in-1 16AHP9,359 990 ₸,339 990 ₸,Отсутствует,AMD Ryzen 5,AMD Radeon 760M,16,HDD нет,512 ГБ SSD,16,1920 x 1200 WUXGA,2,//static.shop.kz/upload/iblock/619/rx33104ibkuuz9fregy08f3zc3q40n3v/179607o200.jpg,Не забудьте купитьоперационную систему,8645HS,4.3,16 ГБ (распаяно на плате),,Да,
179608,Lenovo IdeaPad 5 2-in-1 14IRU9,369 990 ₸,349 990 ₸,Отсутствует,Intel Core i5,Intel Graphics,8,HDD нет,512 ГБ SSD,14,1920 x 1200 WUXGA,1.6,//static.shop.kz/upload/iblock/a39/xi3zgae8dki6kszee838l12b8xgddosq/179608o200o.jpg,Не забудьте купитьоперационную систему,120U,1.4,8 ГБ (распаяно на плате),,Да,
179545,"Lenovo Yoga 7 2-in-1 14AHP9, OLED",535 990 ₸,499 990 ₸,Windows 11 Home (x64) SL,AMD Ryzen 7,AMD Radeon 760M,16,HDD нет,1 ТБ SSD,14,2880 x 1800 WQ+,1.49,//static.shop.kz/upload/iblock/f82/mbt4yffa5zvnxw7z7yvfadhxlxexvhqk/179545o200o.JPG,,8840HS,3.3,16 ГБ (распаяно на плате),,Да,
179546,"Lenovo Yoga 7 2-in-1 14AHP9, OLED",509 990 ₸,479 990 ₸,Windows 11 Home (x64) SL,AMD Ryzen 5,AMD Radeon 760M,16,HDD нет,1 ТБ SSD,14,2880 x 1800 WQ+,1.49,//static.shop.kz/upload/iblock/fe5/vjjnmq5nhha7ifxdelskxt1qgcbx7lu9/179546o200o.JPG,,8640HS,3.5,16 ГБ (распаяно на плате),,Да,
179547,"Lenovo Yoga 7 2-in-1 14IML9, OLED",584 990 ₸,549 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 5,Intel Arc Graphics,16,HDD нет,1 ТБ SSD,14,2880 x 1800 WQ+,1.49,//static.shop.kz/upload/iblock/6c1/xmb4zr0g7nv3psuimu592gepirijqd32/179547o200o.jpg,,125H,1.4,16 ГБ (распаяно на плате),,Да,
179548,"Lenovo Yoga 7 2-in-1 14IML9, OLED",669 990 ₸,629 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 7,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14,2880 x 1800 WQ+,1.49,//static.shop.kz/upload/iblock/073/nr2rgzr89ogagtsvygj78omjid7ja1lb/179548o200o.jpg,,155H,1.4,32 ГБ (распаяно на плате),,Да,
179549,"Lenovo IdeaPad 5 Pro 14IMH9, OLED",592 990 ₸,559 990 ₸,Отсутствует,Intel Core Ultra 9,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14,2880 x 1800 WQ+,1.4,//static.shop.kz/upload/iblock/944/0anju36b7mufih4ml2d4ivm6ry2rj5p2/179549o200o.jpg,Не забудьте купитьоперационную систему,185H,2.3,32 ГБ (распаяно на плате),,Да,
179544,Lenovo IdeaPad 5 2-in-1 14AHP9,342 990 ₸,329 990 ₸,Отсутствует,AMD Ryzen 5,AMD Radeon 760M,16,HDD нет,512 ГБ SSD,14,1920 x 1200 WUXGA,1.6,//static.shop.kz/upload/iblock/aae/wrsv79rw720sb44kmc5gh4v750hihpc1/179544o200o.jpg,Не забудьте купитьоперационную систему,8645HS,4.3,16 ГБ (распаяно на плате),,Да,
179543,Lenovo IdeaPad 5 2-in-1 14IRU9,312 990 ₸,299 990 ₸,Отсутствует,Intel Core i3,Intel Graphics,8,HDD нет,512 ГБ SSD,14,1920 x 1200 WUXGA,1.6,//static.shop.kz/upload/iblock/5fd/n14qy13l2cybnm3leu8e1f2rayyso75s/179543o200o.jpg,Не забудьте купитьоперационную систему,100U,1.2,8 ГБ (распаяно на плате),,Да,
179537,Lenovo Yoga Pro 7 14IMH9,979 990 ₸,929 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 9,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14.5,3072 x 1920,1.59,//static.shop.kz/upload/iblock/e65/1deqoj6pyk9533jt0wmzcnnybez8sggt/179537o200o.jpg,,185H,2.3,32 ГБ (распаяно на плате),GeForce RTX 4060,Да,
179536,Lenovo Yoga Pro 7 14IMH9,759 990 ₸,719 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 9,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14.5,3072 x 1920,1.59,//static.shop.kz/upload/iblock/dec/y1iif358r0xs71t1vpy4onw8d3rffb75/179536o200.jpg,,185H,2.3,32 ГБ (распаяно на плате),,Да,
179534,Lenovo Yoga Pro 7 14AHP9,689 990 ₸,649 990 ₸,Windows 11 Home (x64) SL,AMD Ryzen 7,AMD Radeon 780M,16,HDD нет,1 ТБ SSD,14.5,3072 x 1920,1.5,//static.shop.kz/upload/iblock/051/r4a27yi8hk9xof15g5202twb3cmkkb16/179534o200o.jpg,,8845HS,3.8,16 ГБ (распаяно на плате),GeForce RTX 3050,Да,
179538,Lenovo Yoga Pro 7 14IMH9,649 990 ₸,619 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 5,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14.5,3072 x 1920,1.59,//static.shop.kz/upload/iblock/193/d32m775h85x6jbosdsuh8zvgowhwgyf6/179538o200.jpg,,125H,1.2,32 ГБ (распаяно на плате),,Да,
179533,Lenovo Yoga Pro 7 14AHP9,566 990 ₸,539 990 ₸,Windows 11 Home (x64) SL,AMD Ryzen 7,AMD Radeon 780M,16,HDD нет,1 ТБ SSD,14.5,3072 x 1920,1.5,//static.shop.kz/upload/iblock/f5b/4ji7svurn2i6jx5rk71je6ynneoy2x46/179533o200o.jpg,,8845HS,3.8,16 ГБ (распаяно на плате),,Да,
179535,Lenovo Yoga Pro 7 14IMH9,684 990 ₸,649 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 7,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14.5,3072 x 1920,1.59,//static.shop.kz/upload/iblock/0f0/ew4ul7dzqyiwn3c349dnx72ianeyeuep/179535o200.jpg,,155H,1.4,32 ГБ (распаяно на плате),,Да,
179463,Lenovo IdeaPad Slim 3 16IRU8,239 990 ₸,229 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,16,1920 x 1200 WUXGA,1.37,//static.shop.kz/upload/iblock/ea6/9xjjv0f0f0u4pcdz3e9yyvt1hby04y04/179463o200.jpg,Не забудьте купитьоперационную систему,1315U,1.2,8 ГБ (распаяно на плате),,,
179462,Lenovo IdeaPad Slim 3 16IRU8,229 990 ₸,219 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,16,1920 x 1200 WUXGA,1.37,//static.shop.kz/upload/iblock/fd8/mffl5ds2j7v3kemg11ftzlra2d8wkc14/179462o200.jpg,Не забудьте купитьоперационную систему,1315U,1.2,8 ГБ (распаяно на плате),,,
179399,Lenovo Legion 9 16IRX9,2 199 990 ₸,2 099 990 ₸,Отсутствует,Intel Core i9,Intel UHD Graphics,32,HDD нет,2 ТБ SSD,16,3200 x 2000,2.6,//static.shop.kz/upload/iblock/cad/z2ildv2l3w0ij00maioknvhfyjmmgfcz/179399o200o.jpg,Не забудьте купитьоперационную систему,14900HX,2.2,2 х 16 ГБ,GeForce RTX 4090,,
179398,Lenovo Legion 9 16IRX9,1 889 990 ₸,1 789 990 ₸,Отсутствует,Intel Core i9,Intel UHD Graphics,32,HDD нет,2 ТБ SSD,16,3200 x 2000,2.6,//static.shop.kz/upload/iblock/dc0/7yap4i7mc97jp1hpb510tepbitsdvxag/179398o200o.jpg,Не забудьте купитьоперационную систему,14900HX,2.2,2 х 16 ГБ,GeForce RTX 4080,,
179408,Lenovo Legion Pro 5 16IRX9,899 990 ₸,859 990 ₸,Отсутствует,Intel Core i7,Intel UHD Graphics,32,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.5,//static.shop.kz/upload/iblock/5f4/mkngm932gzen2r46akaets16jhryz644/179408o200o.jpg,Не забудьте купитьоперационную систему,14650HX,2.2,2 х 16 ГБ,GeForce RTX 4060,Да,
179405,Lenovo Legion Pro 5 16IRX9,819 990 ₸,774 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,32,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.5,//static.shop.kz/upload/iblock/4cb/4f00i7nhmgfqm8wo00u04f0xsv73fbm0/179405o200o.jpg,Не забудьте купитьоперационную систему,14500HX,2.6,2 х 16 ГБ,GeForce RTX 4060,Да,
179409,Lenovo Legion 5 16IRX9,829 990 ₸,789 990 ₸,Отсутствует,Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.3,//static.shop.kz/upload/iblock/884/spnkat6sm9s4ip00d5wdnfo97adm1zy5/179409o200o_o.JPG,Не забудьте купитьоперационную систему,14650HX,2.2,1 х 16 ГБ,GeForce RTX 4060,Да,
179397,Lenovo Legion Pro 7 16IRX9H,1 549 990 ₸,1 499 990 ₸,Отсутствует,Intel Core i9,Intel UHD Graphics,32,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.62,//static.shop.kz/upload/iblock/980/u088rkm6hd6l00b4joqwilkdjkg0iwaa/179397o200o.jpg,Не забудьте купитьоперационную систему,14900HX,2.2,2 х 16 ГБ,GeForce RTX 4080,Да,
179404,"Lenovo Yoga Pro 7 14IMH9, OLED",849 990 ₸,799 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 7,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14.5,2880 x 1800 WQ+,1.59,//static.shop.kz/upload/iblock/956/121mnooqod4hmvhk169ww6qnrl6rz3ww/179404o200.jpg,,155H,1.4,32 ГБ (распаяно на плате),GeForce RTX 4050,Нет,
179401,Lenovo LOQ 15IAX9,409 990 ₸,389 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.3,//static.shop.kz/upload/iblock/f7c/1qsd90uooa5i5scq3npklm65p4m9q1cu/179041o200o.jpg,Не забудьте купитьоперационную систему,12450HX,2.4,2 х 8 ГБ,GeForce RTX 3050,Нет,
179410,Lenovo LOQ 15AHP9,579 990 ₸,549 990 ₸,Отсутствует,AMD Ryzen 7,AMD Radeon 760M,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.3,//static.shop.kz/upload/iblock/c12/k009hgtcgvnd80vx36qqwwyi895yvh97/179410o200o.jpg,Не забудьте купитьоперационную систему,8845HS,3.8,1 х 16 ГБ,GeForce RTX 4050,Да,
179396,Lenovo IdeaPad Slim 5 14IAH8,339 990 ₸,319 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,14,1920 x 1200 WUXGA,1.46,//static.shop.kz/upload/iblock/514/yeu6m20m00614j4utdk273umfteebqva/179396o200o.jpg,Не забудьте купитьоперационную систему,12450H,2.0,16 ГБ (распаяно на плате),,Да,
179395,Lenovo IdeaPad Slim 3 15IRU8,230 990 ₸,219 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/eb8/zsyibt63crk85zhwc06wlyexjf4yv146/179395o200o.JPG,Не забудьте купитьоперационную систему,1305U,1.6,8 ГБ (распаяно на плате),,Да,
179394,Lenovo IdeaPad 3 15IAU7,294 990 ₸,279 990 ₸,Windows 11 Home (x64) SL,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/0b4/uiqr3hakevyok83k93icmjlez1x5i21f/179394o200o.jpg,,1235U,1.3,8 ГБ (распаяно на плате),,Да,
179392,Lenovo IdeaPad 3 15IAU7,251 990 ₸,239 990 ₸,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/6b6/z13v2zsq91s47k5solhlfjrtwm3daqud/179392o200o.jpg,Не забудьте купитьоперационную систему,1235U,1.3,8 ГБ (распаяно на плате),,Да,
179391,Lenovo IdeaPad 3 15IAU7,245 990 ₸,234 990 ₸,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/e1b/qzow18148dn76nv5td5ywffjoirvqovc/179391o200o.jpg,Не забудьте купитьоперационную систему,1235U,1.3,8 ГБ (распаяно на плате),,Да,
179306,"Lenovo Yoga 9 14IMH9, OLED",914 990 ₸,879 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 7,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14,3840 x 2400 Ultra HD+,1.32,//static.shop.kz/upload/iblock/4b7/asnayziib41ewua2rxxk4dt9pjy1zaop/179306_Yoga-9-2_in_1_01_1.jpg,,155H,1.4,32 ГБ (распаяно на плате),,Да,
179307,Lenovo Legion Pro 7 16IRX9H,1 799 990 ₸,1 749 990 ₸,Отсутствует,Intel Core i9,Intel UHD Graphics,32,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.62,//static.shop.kz/upload/iblock/410/8sjewkf6l6augkwd6akd3dchlozivknd/179307_Legion-Pro-7-16IRX9H_01_1.jpg,Не забудьте купитьоперационную систему,14900HX,2.2,2 х 16 ГБ,GeForce RTX 4090,Да,
178260,HP ProBook 450 G10,399 990 ₸,379 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.79,//static.shop.kz/upload/iblock/498/h02dpn3y07iesh54ly4lh60wj8poprzs/178260o200o.jpg,Не забудьте купитьоперационную систему,1335U,1.3,1 х 8 ГБ,,,
179033,Lenovo Yoga 6 13ABR8,529 990 ₸,499 990 ₸,Windows 11 Home (x64) SL,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,13.3,1920 x 1200 WUXGA,1.37,//static.shop.kz/upload/iblock/d23/77facpdqh83q9ulgvu1mk91q7wx7utgr/179033o200o_o.jpg,,7730U,2.0,16 ГБ (распаяно на плате),,,
179032,Lenovo Yoga 6 13ABR8,499 990 ₸,469 990 ₸,Windows 11 Home (x64) SL,AMD Ryzen 5,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,13.3,1920 x 1200 WUXGA,1.37,//static.shop.kz/upload/iblock/245/qmsx3xjeva3iebu1kbvd9gutilw15xsu/179032o200o.jpg,,7530U,2.0,16 ГБ (распаяно на плате),,,
179024,Lenovo LOQ 15ARP9,489 990 ₸,469 990 ₸,Отсутствует,AMD Ryzen 7,,24,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.3,//static.shop.kz/upload/iblock/da6/99qe32rsnpvcwpxk3ed062m5qmz5brmk/179024o200o_o.jpg,Не забудьте купитьоперационную систему,7435HS,3.1,2 х 12 ГБ,GeForce RTX 4050,Нет,
179030,Lenovo Legion 5 16IRX9,939 990 ₸,899 990 ₸,Отсутствует,Intel Core i7,Intel UHD Graphics,32,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.3,//static.shop.kz/upload/iblock/b50/rkzq141iosywkr2ff7fis8hpojhkigvw/179030o200o_o.JPG,Не забудьте купитьоперационную систему,14650HX,2.2,2 х 16 ГБ,GeForce RTX 4070,Да,
179031,Lenovo Legion Pro 5 16IRX9,969 990 ₸,939 990 ₸,Отсутствует,Intel Core i7,Intel UHD Graphics,32,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.5,//static.shop.kz/upload/iblock/a5e/jc7vzkjg12h554nwvrobp7lnwdbe5vws/179031o200o.jpg,Не забудьте купитьоперационную систему,14700HX,2.1,2 х 16 ГБ,GeForce RTX 4070,Да,
179029,Lenovo Legion Slim 5 16AHP9,939 990 ₸,909 990 ₸,Отсутствует,AMD Ryzen 7,AMD Radeon 780M,32,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.3,//static.shop.kz/upload/iblock/1ad/g05mxd7q4o9445cuuax0o9dkxphijiiz/179029o200o_o.jpg,Не забудьте купитьоперационную систему,8845HS,3.8,2 х 16 ГБ,GeForce RTX 4070,Да,
179034,Lenovo IdeaPad Slim 3 16IRU8,319 990 ₸,299 990 ₸,Windows 11 Home (x64) SL,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,256 ГБ SSD,16,1920 x 1200 WUXGA,1.7,//static.shop.kz/upload/iblock/073/38r59xbeahar0v5uooavi3v7vrgo7geh/179034o200o.JPG,,1335U,1.3,8 ГБ (распаяно на плате),,Да,
179025,Lenovo IdeaPad Slim 3 16IAH8,279 990 ₸,269 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,16,1920 x 1200 WUXGA,1.7,//static.shop.kz/upload/iblock/f5f/gwv8130zyt6gq1iy6ej6wuw5qv32o04s/179025o200o.JPG,Не забудьте купитьоперационную систему,12450H,2.0,16 ГБ (распаяно на плате),,Да,
179026,Lenovo IdeaPad Slim 3 16IAH8,289 990 ₸,279 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,16,1920 x 1200 WUXGA,1.7,//static.shop.kz/upload/iblock/2c1/zkqlyj89a1ed2qdztuvpe94tgsvddce6/179026o200o.JPG,Не забудьте купитьоперационную систему,12450H,2.0,16 ГБ (распаяно на плате),,Да,
179028,Lenovo IdeaPad Slim 3 15IAH8,239 990 ₸,229 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/834/k7c3tp6gjjrlgc5r2pz584lvnnz449lc/179028o200o.JPG,Не забудьте купитьоперационную систему,12450H,2.0,8 ГБ (распаяно на плате),,Да,
179027,Lenovo IdeaPad Slim 3 15IAH8,,,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/131/7the0ule4a0tu7bj0e92auly5y3qazh1/179027o200o.JPG,Не забудьте купитьоперационную систему,12450H,2.0,16 ГБ (распаяно на плате),,Да,
178978,Lenovo Yoga Pro 9 16IMH9,,,Windows 11 Home (x64) SL,Intel Core Ultra 9,Intel Arc Graphics,64,HDD нет,1 ТБ SSD,16,3200 x 2000,2.05,//static.shop.kz/upload/iblock/05f/4a60kdhgxbh32nodpg10dsig41f53lth/178978o200o.jpg,,185H,2.3,64 ГБ (распаяно на плате),GeForce RTX 4070,Нет,
178926,Lenovo Yoga Pro 7 14IMH9,959 990 ₸,919 990 ₸,Windows 11 Home (x64) SL,Intel Core Ultra 9,Intel Arc Graphics,32,HDD нет,1 ТБ SSD,14.5,3072 x 1920,1.59,//static.shop.kz/upload/iblock/d37/nwqgn1mnx9sz23b4nuqmaqxsjba6wgtm/178926o200.jpg,,185H,2.3,32 ГБ (распаяно на плате),GeForce RTX 4060,Нет,
178922,"ASUS ROG Zephyrus G14 GA403UU, OLED",849 990 ₸,799 990 ₸,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,14,2880 x 1800 WQ+,1.5,//static.shop.kz/upload/iblock/71c/i04665l4ornxr2hz42r9uw91and75fr7/178922o200o.jpg,Не забудьте купитьоперационную систему,8845HS,3.8,8 ГБ + 8 ГБ (распаяно на плате),GeForce RTX 4050,Да,
178844,"ASUS Vivobook S 16 S5606MA, OLED",569 990 ₸,549 990 ₸,Windows 11 Home (x64),Intel Core Ultra 5,Intel Arc Graphics,16,HDD нет,1 ТБ SSD,16,3200 x 2000,1.5,//static.shop.kz/upload/iblock/bf4/ttbcijtzom3tiox279yy74c25403l8ld/178844o200.jpg,,125H,1.2,16 ГБ (распаяно на плате),,Да,
178843,ASUS Vivobook S 14 S5406MA,534 990 ₸,509 990 ₸,Windows 11 Home (x64),Intel Core Ultra 5,Intel Arc Graphics,16,HDD нет,1 ТБ SSD,14,1920 x 1080 Full HD,1.3,//static.shop.kz/upload/iblock/1bc/71zuv3y5r2v928vb736sp8bvnp0psw34/178843_Vivobook-S-14-S5406MA_01_1.jpg,,125H,1.2,1 х 16 ГБ,,,
178847,ASUS TUF Gaming A15 FA506NC,,,Отсутствует,AMD Ryzen 5,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.3,//static.shop.kz/upload/iblock/3a0/j94jx3prswck2jg1buypebmy02eaxemi/178847_TUF-Gaming-A15-FA506NC_01_1.jpg,Не забудьте купитьоперационную систему,7535HS,3.3,2 х 8 ГБ,GeForce RTX 3050,Нет,
178845,"ASUS Vivobook S 16 S5606MA, OLED",669 990 ₸,649 990 ₸,Windows 11 Home (x64),Intel Core Ultra 9,Intel Arc Graphics,16,HDD нет,1 ТБ SSD,16,3200 x 2000,1.5,//static.shop.kz/upload/iblock/c52/adbws1c1ia2evz2bya3s2yzp87zmem6t/178845o200o_.jpg,,185H,2.3,16 ГБ (распаяно на плате),,Да,
178783,Apple MacBook Pro A2991 с дисплеем Retina Liquid XDR,,,Mac OS,Apple M3 Max,40 Core GPU,48,HDD нет,1 ТБ SSD,16.2,3456 x 2234,2.1,//static.shop.kz/upload/iblock/267/i6v59k5l6bnrh3jzaj9bsd79jxai28sv/178783o200.jpg,,,,,,,
178848,"ASUS Zenbook Duo UX8406MA, OLED",839 990 ₸,799 990 ₸,Windows 11 Home (x64),Intel Core Ultra 7,Intel Arc Graphics,16,HDD нет,1 ТБ SSD,14,1920 x 1200 WUXGA,1.6,//static.shop.kz/upload/iblock/746/g2aq8cymoq9jiglp9457ehbizmrbxytq/178848o200o.jpg,,155H,1.4,16 ГБ (распаяно на плате),,Да,
178846,ASUS ROG Strix G16 G614JZ,,,Отсутствует,Intel Core i9,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,16,1920 x 1200 WUXGA,2.5,//static.shop.kz/upload/iblock/4b4/jmp4hs0a23ho2m47flgq30f2q2fxreqs/178846o200.jpg,Не забудьте купитьоперационную систему,13980HX,2.2,1 х 16 ГБ,GeForce RTX 4080,Да,
178842,ASUS ExpertBook B1 B1502CBA,232 990 ₸,219 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/136/eb2scottpfyctp5724gv0d6125zz216x/178842o200.jpg,Не забудьте купитьоперационную систему,1215U,1.2,8 ГБ (распаяно на плате),,Да,
178603,Apple MacBook Pro A2992 с дисплеем Retina Liquid XDR,,,Mac OS,Apple M3 Max,30 Core GPU,36,HDD нет,1 ТБ SSD,14.2,3024 x 1964,1.6,//static.shop.kz/upload/iblock/32a/rkgruqfv3t3t9pp1bz80j2fn3h0b9qzk/178603o200.jpg,,,,,,,
178723,MSI Thin 15 B13VE,479 990 ₸,458 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.86,//static.shop.kz/upload/iblock/f14/hi4e9rf4r67yhmeybv596fh33ugegpow/178723o200o_o.jpg,Не забудьте купитьоперационную систему,13420H,2.1,2 х 8 ГБ,GeForce RTX 4050,Нет,
178725,MSI Cyborg 15 A12VF,579 990 ₸,546 990 ₸,Отсутствует,Intel Core i7,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.98,//static.shop.kz/upload/iblock/6bb/afokn55tqn3gkynwfzb0b1xrmbwpkfu0/178724o200o_.JPG,Не забудьте купитьоперационную систему,12650H,2.3,2 х 8 ГБ,GeForce RTX 4060,,
178724,MSI Cyborg 15 A12VF,559 990 ₸,529 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.98,//static.shop.kz/upload/iblock/391/9psvbrw521vwmla1twylbs4u2zfkjvbu/178724o200o_.JPG,Не забудьте купитьоперационную систему,12450H,2.0,2 х 8 ГБ,GeForce RTX 4060,,
178637,ASUS ExpertBook B5 B5402FVA,489 990 ₸,465 990 ₸,Отсутствует,Intel Core i5,Intel HD Graphics,8,HDD нет,512 ГБ SSD,14,1920 x 1080 Full HD,1.39,//static.shop.kz/upload/iblock/c83/srib16xtjt918qf3y32es8dvx787x95g/178637o200o.jpg,Не забудьте купитьоперационную систему,1340P,1.9,8 ГБ (распаяно на плате),,Да,
178642,ASUS ExpertBook B5 B5604CVA,599 990 ₸,579 990 ₸,Windows 11 Pro (x64),Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,1.7,//static.shop.kz/upload/iblock/a3f/nlxwafpweee803dzu4xzza6bkyi2s2d0/178642o200o.jpg,,1335U,1.3,2 х 8 ГБ,,Да,
178641,ASUS ExpertBook B5 B5604CVA,684 990 ₸,659 990 ₸,Windows 11 Pro (x64),Intel Core i7,Intel Iris Xe Graphics,16,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,1.7,//static.shop.kz/upload/iblock/2ea/mzcw3eqd9so7zmjmc504yukvgwbh3ry9/178641o200o.jpg,,1355U,1.7,2 х 8 ГБ,,Да,
178643,ASUS ExpertBook B5 B5404CVA,679 990 ₸,654 990 ₸,Windows 11 Pro (x64),Intel Core i7,Intel Iris Xe Graphics,16,HDD нет,1 ТБ SSD,14,2560 x 1600 WQXGA,1.3,//static.shop.kz/upload/iblock/229/ia8lqyeovw014pombsad70fkgvszp2h0/178643o200o.JPG,,1355U,1.7,2 х 8 ГБ,,Да,
178639,ASUS ExpertBook B5 B5404CVA,529 990 ₸,499 990 ₸,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,14,2560 x 1600 WQXGA,1.3,//static.shop.kz/upload/iblock/00d/1so9uaenea7ti6qv1aame7bfzunbk5vt/178639o200o.JPG,Не забудьте купитьоперационную систему,1335U,1.3,2 х 8 ГБ,,Да,
178634,ASUS ExpertBook B3 B3604CVA,366 990 ₸,341 990 ₸,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,16,1920 x 1200 WUXGA,1.9,//static.shop.kz/upload/iblock/41d/e01czf4bftmepi2pv860gaezziq0fzr4/178634o200o.JPG,Не забудьте купитьоперационную систему,1335U,1.3,1 х 8 ГБ,,Да,
178631,ASUS ExpertBook B1 B1402CGA-EB0186,209 990 ₸,199 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,14,1920 x 1080 Full HD,1.49,//static.shop.kz/upload/iblock/54a/0c07mqnix6uin08jcde5qp0efeoftoa0/178631_B1402CGA_EB0186_01_1.jpg,Не забудьте купитьоперационную систему,N305,1.8,1 х 8 ГБ,,Да,
